gene	mean	std
YBR149W	9789.85111876412	383.05974147335
YBR241C	71.8266982413216	10.9289619942276
YER070W	15255.6726199494	1606.19566941167
YAL011W	1145.14285959364	255.138339332244
YKL013C	49.8150319147496	3.82929696834032
YBR229C	5657.50391293505	231.010031269113
YBR223C	1760.03433174466	58.3738310296652
YBR112C	906.347442914271	115.416962845161
YHR008C	762.329334441436	104.893770614526
YDL217C	38.0433911626664	10.714020176548
YHR068W	172.191384820929	54.8167088759328
YDR477W	618.607040569905	22.6890182934326
YIL136W	4714.64476656331	427.59470660022
YDR512C	6843.24090331226	245.387149409248
YHR065C	347.143325328471	47.0779012976361
YDR354W	4676.64247283341	211.474795049488
YHR031C	748.788732279097	67.1817758801131
YER051W	1078.94637337607	320.216783160624
YNL271C	499.359373658524	39.0769407559533
YLR411W	150.976426786158	21.4311234934784
YGL184C	326.282396496514	38.3134418205618
YEL040W	222.708741097516	55.5220949367436
YCL039W	7058.22187116819	453.492298404248
YLR397C	314.796511382065	25.3285009964968
YBR296C	504.635159645607	47.4551728495684
YCL030C	16835.7357273642	1727.47738822584
YHR001W	534.234178909465	64.7033196138223
YBR102C	2727.55892548811	230.600536708931
YOL151W	209.606921418939	18.17433279098
YGL172W	930.584396865759	18.1835365009334
YDL171C	3034.95592056114	139.710076759968
YGL060W	4990.02333358295	1049.35813006448
YBR221C	468.510001843317	49.4180242963176
YFL053W	1115.51773259374	100.450529291934
YMR143W	3569.1233778508	464.426015322753
YPL040C	728.378494527911	76.7673045896798
YDR180W	2749.73411550516	107.931755026259
YAL054C	3093.09510233887	174.232315229033
YML023C	166.817503524441	24.7367512681499
YGR046W	1423.24303600641	243.886458904611
YJR067C	90.1876190391491	26.0121852442982
YER051W	407.847634919175	117.328979465171
YEL055C	850.262284461869	70.2077164465336
YOR077W	117.379467192969	26.9689871031703
YHR169W	138.846633236188	62.2465306934233
YDR170C	4291.979141631	172.686939666019
YOR223W	2234.24071999869	304.725284020752
YDR261C	2564.28955366558	380.282031159735
YHR062C	1568.60435786722	537.351928291637
YKL201C	6642.13299505516	821.091711821478
YDR097C	289.525899739975	11.3192111238567
YGR206W	40.2090071643409	19.8401789618553
YOR046C	174.386368587131	40.8168438190097
YOL059W	467.224250435943	3.55997681417216
YOR098C	457.287083879562	67.2629889949467
YBR029C	2118.77695500496	280.905916014819
YBR130C	5371.1434053089	302.181838719901
YFL054C	4087.47586366846	512.609073614855
YJR025C	4348.13977061613	931.918685092072
YCL029C	4626.1338401227	409.05351350507
YHR007C	2537.83029476026	338.597922491112
YEL038W	34.3366146150123	8.68204001762288
YDR224C	459.602256843293	32.0630244293641
YDR128W	2263.902810871	52.7589442928086
YOR276W	138.995380431504	27.9599867572204
YJL065C	63.2842591679024	22.2798619012286
YKR059W; YJL138C	148.12969243666	17.2851262306274
YAL012W	768.173275235141	85.8626141565234
YNL283C	860.034643655058	155.381030561927
YGR221C	489.515390887518	91.4991401093105
YNL096C	496.052693451567	58.7172180804174
YJL103C	890.504641276593	51.773585171161
YGL066W	6388.16272975675	580.281363316063
YML131W	2004.75807308236	282.265711876628
YLR446W	2724.5195212527	131.406541346545
YPR041W	3327.34428804249	261.614157142113
YGR062C	376.672936077908	83.0528904078317
YHL032C	1291.29491037983	49.0628315369611
YNL304W	347.84059645706	50.0387958854936
YAL060W	4609.81332748658	376.379869888961
YCR006C	14615.0467258104	1855.27780225974
YGR028W	820.151518158876	34.1610324866189
YDR514C	11997.7210728117	639.912139680383
YBL102W	1245.20991915815	27.1107145833663
YMR090W	393.18913291082	117.076657585022
YHL001W	961.095925097221	270.651308029868
YER024W	11087.7429025098	582.378387861947
YIL097W	919.485926071562	114.646459395587
YGL085W	4402.87401890599	605.186437862556
YPR137W	449.98387597219	46.0446558080719
YNL068C	135.373896425124	9.1323182744431
YGL067W	566.632736891709	39.1533034663563
YML074C	775.001748036875	38.0701018939201
YGL013C	14388.0913156797	2520.65150914968
YAL065C	304.7990913018	37.0233706973844
YJL185C	531.095557168433	61.5722866494384
YNL129W	74.3465423008651	29.8007331443504
YDL175C	750.491862177416	39.7799465636708
YDR517W	1695.32742542523	73.9189406890229
YJR134C	2499.34632878533	236.63503587635
YCR010C	2185.02384181106	54.9535789725123
YGL059W	297.150568831726	34.6752428557794
YJR024C	5445.45380833187	1129.5389985403
YAL019W	459.970174667153	82.5177937796196
YMR259C	2729.56545207137	251.143160851373
YBL099W	4960.02466047631	311.423370710248
YIR034C	206.860539365307	7.73956977226649
YHR164C	2255.61655364237	82.6810184616392
YML126C	8486.50434487255	106.967476549529
YLL035W	135.751494870576	34.4173808475473
YGL195W	4171.36043794423	129.666344051376
YDL001W	1552.38151437334	177.648921791062
