gene	mean	std
YGR041W	3.17E+01	1.00E+00
YCR011C	5.67E+01	5.14E+00
YPR100W	6.18E+01	7.76E+00
YPL264C	1.99E+01	5.01E+00
YCR082W	9.63E+01	1.66E+00
YNL288W	3.38E+01	9.65E-02
YMR289W	2.53E+01	1.05E+00
YDR518W	7.11E+01	1.85E+01
YLR119W	1.79E+01	4.97E+00
YGL164C	6.74E+00	7.93E-01
YAR027W	6.30E+01	9.84E+00
YDL186W	4.09E-01	4.73E-02
YPR030W	3.36E+00	1.18E+00
YOL093W	1.28E+01	1.27E+00
YER105C	6.23E+01	1.57E+00
YAL053W	5.79E+01	2.60E+00
YBR175W	3.05E+01	2.27E+00
YDR096W	1.13E+01	3.00E+00
YGL039W	5.48E+01	2.95E+00
YNL230C	3.75E+00	1.47E+00
YDR282C	1.32E+01	1.61E-01
YBR191W	2.03E+02	4.28E+01
YJL180C	3.77E+01	1.34E-01
YLR208W	1.59E+02	8.84E-01
YHR145C	1.14E+02	3.94E+01
YBR288C	3.87E+01	1.43E+00
YKR050W	1.24E+01	8.80E-01
YLR070C	8.19E+00	2.77E+00
YGR248W	2.18E+00	5.57E-02
YJL034W	1.09E+03	4.05E+02
YER012W	1.26E+02	2.53E+01
YMR247C	3.20E+01	6.73E-02
Q0115	6.38E+01	1.01E+01
YCL010C	5.63E+01	7.11E+00
YNL088W	4.61E+01	4.28E+00
YJL023C	1.70E+01	4.82E+00
YLR286C	2.81E+02	2.68E+01
YDR317W	6.45E+00	5.93E-01
YDR447C	9.37E+02	6.01E+01
YNL277W	6.18E+01	2.60E+00
YPL256C	2.22E+01	8.68E+00
YGR278W	9.89E+00	5.42E-01
YDL194W	1.26E+01	1.76E+00
YOR016C	8.64E+01	5.37E-01
Q0085	9.39E+02	2.57E+02
YLR194C	4.48E+01	1.43E+01
YJL130C	3.20E+02	3.15E+01
YLR271W	9.18E+00	1.66E-01
YKR005C	5.30E+00	2.67E-01
YBR198C	3.40E+01	1.18E+00
YOR077W	1.23E+01	2.44E+00
YOR213C	3.72E+01	1.43E+00
YPR083W	2.42E+01	6.62E-01
YHR047C	4.47E+01	2.13E+00
YJL147C	2.50E+01	2.49E+00
YHR075C	1.49E+01	2.37E+00
YIL107C	2.21E+01	7.02E+00
YER147C	1.22E+01	2.26E+00
YBR069C	2.14E+02	6.45E+00
YJL175W	2.07E-01	4.62E-02
YDL159C-B	6.01E-01	1.34E-01
YLR021W	2.71E+01	2.52E+00
YML107C	2.07E+01	2.55E-01
YOR197W	3.97E+01	2.16E+00
YOR152C	1.95E+01	2.56E+00
YBR001C	1.85E+01	1.26E+00
YPR007C	1.11E+00	5.10E-01
YOR187W	2.62E+02	1.12E+01
YHL041W	1.46E+00	8.97E-01
YOR333C	4.56E-01	1.90E-01
YOL034W	1.08E+01	1.28E+00
YCR028C-A	1.81E+02	3.42E+01
YDR233C	1.45E+02	1.38E+01
YJR117W	7.60E+01	1.10E+01
YBR273C	2.20E+01	4.11E+00
YDR251W	6.65E+00	2.27E+00
YDR351W	5.32E+01	1.45E+00
YEL027W	1.22E+03	1.14E+02
YDR436W	8.27E+00	1.33E+00
YBR116C	8.13E-01	3.10E-01
YAL019W	3.89E+01	3.90E+00
YMR080C	7.64E+01	6.78E+00
YCR010C	2.53E+00	3.06E-01
YKL095W	1.41E+01	3.37E+00
YHL017W	4.30E+01	1.28E+00
YDR294C	5.08E+01	3.57E+00
YLR220W	1.06E+02	2.50E+01
YKL073W	7.79E+01	2.67E+01
YLR079W	7.88E+01	1.77E+01
YFR012W-A	9.69E+00	3.04E+00
YPL224C	3.41E+01	6.50E+00
YOR341W	2.07E+02	4.46E+00
YHR149C	6.25E+01	2.17E+00
YFR003C	3.27E+01	3.12E+00
YIL137C	5.31E+01	6.67E+00
YAR019C	9.11E+00	8.54E-01
YHR153C	3.34E+00	5.42E-02
YMR288W	2.27E+01	1.17E+00
YOL013C	2.35E+01	4.56E+00
YDR348C	4.16E+01	5.78E+00
YDL147W	1.59E+02	2.64E+01
YBL100C	6.51E-02	9.21E-02
YKL225W	5.89E-02	8.33E-02
YOR392W	4.62E-02	6.53E-02
YHL034C	1.55E+02	2.15E+01
YLR300W	9.37E+02	3.32E+01
YMR193C-A	8.87E-01	5.48E-02
YIL026C	2.59E+01	4.34E+00
YPL177C	3.60E+01	5.14E-01
Q0275	1.37E+03	3.54E+02
YLR219W	1.53E+01	4.27E-01
YMR177W	3.69E+01	8.37E+00
YNL097W-A	1.81E+00	6.94E-01
YNL296W	4.09E-01	2.53E-02
YHR064C	2.84E+02	6.25E+01
YCL061C	1.42E+01	2.76E+00
YNL300W	3.80E+01	1.55E+01
YFL030W	1.32E+01	4.44E+00
YDL123W	6.96E+00	2.50E+00
YJL053W	1.48E+01	1.53E+00
YJR091C	1.81E+01	2.78E+00
YML031C-A	9.16E-01	7.77E-01
YJL140W	8.99E+01	1.87E+01
YMR079W	1.13E+02	4.14E+00
YDR347W	6.37E+01	8.01E+00
YKR035C	4.23E+00	1.63E-01
YDL149W	7.76E+00	1.48E+00
YMR165C	7.17E+00	3.01E+00
YPR054W	6.81E-01	6.80E-02
YLR438W	7.73E+00	3.63E+00
YPL221W	1.02E+02	4.57E+00
YNL122C	3.86E+01	8.48E+00
YLR444C	7.02E-01	1.56E-01
YJL096W	4.73E+01	3.17E+00
YIL068W-A	2.28E-01	1.72E-01
YDR108W	2.23E+01	1.55E+00
YAL068C	6.17E-02	8.72E-02
YPL134C	2.38E+01	2.25E+00
YER133W	3.81E+02	4.79E+00
YMR141W-A	2.90E-01	1.53E-01
YOL088C	3.52E+01	8.72E-01
YJL202C	2.47E-01	1.52E-02
YLR349W	4.71E-01	2.08E-01
YKL026C	3.86E+00	1.20E+00
YGR246C	2.59E+01	4.34E+00
YCL074W	5.65E-01	3.62E-01
YDR208W	5.49E+01	5.58E+00
YIL097W	8.27E+00	4.72E-01
YDL228C	6.39E-02	9.04E-02
YLR354C	1.24E+03	5.85E+01
YFL013C	9.30E+00	2.22E+00
YMR294W	1.95E+00	5.54E-01
YDR234W	6.34E+01	8.72E+00
YOR120W	1.37E+01	1.09E+00
YJR054W	2.78E+01	3.51E+00
YNL249C	1.51E+01	4.07E+00
YGR247W	3.06E+01	7.11E+00
YGL159W	2.46E+01	2.56E+00
YIL071C	1.36E+01	9.16E-02
YHR102W	2.82E+01	2.63E+00
YJR040W	3.51E+01	3.78E+00
YDR310C	3.95E+01	3.68E-01
YOR108C-A	8.35E-01	6.28E-01
YPR081C	2.42E+01	2.96E+00
YML034C-A	1.64E-01	8.60E-02
YDL179W	3.53E+01	5.36E+00
YHL015W	2.94E+03	1.22E+03
YIL048W	3.77E+01	6.28E+00
YCL047C	4.65E+01	4.95E+00
YML024W	5.29E+02	2.42E+01
YMR162C	3.43E+01	2.35E+00
YMR110C	3.98E+01	5.13E+00
YKL121W	1.05E+01	1.20E+00
YNL115C	2.29E+01	4.53E+00
YOR035C	4.27E+01	4.04E+00
YPL100W	1.56E+01	1.86E+00
YHL036W	1.16E+01	2.88E+00
YDL114W	1.16E+00	1.37E-01
YOR372C	2.78E+01	2.48E+00
YOR218C	1.71E+00	6.15E-01
YKL129C	1.47E+01	4.39E+00
YLR249W	2.69E+03	4.31E+02
YKR018C	8.12E+01	1.38E+01
YJR019C	2.32E+01	3.36E+00
YER176W	3.10E+01	2.93E+00
YMR070W	1.07E+01	2.59E+00
YER084W-A	3.02E-01	3.14E-01
YPR204W	1.43E-01	5.95E-02
YDR213W	1.36E+01	1.15E+00
YAL049C	1.02E+02	7.84E+00
Q0060	1.78E+02	4.05E+01
YDR512C	1.62E+01	2.29E+00
YMR234W	3.36E+01	4.52E+00
YIL156W-A	7.38E-01	1.60E-01
YGR251W	2.99E+01	5.64E+00
YNL012W	2.16E+00	2.46E-01
YAL059W	6.74E+01	2.17E+01
YLR377C	2.72E+00	8.15E-02
YFL063W	1.39E-01	5.78E-02
YJL182C	1.99E-01	8.29E-02
YPL275W	8.90E-02	3.69E-02
YHR131C	3.63E+01	3.78E+00
YLR162W-A	2.44E+00	1.77E+00
YGL010W	1.37E+01	1.12E+00
YPL225W	7.36E+01	4.21E+00
YBR015C	8.74E+01	1.22E+01
YGR277C	2.09E+01	3.92E-01
YNL314W	1.30E+01	3.84E+00
YLR133W	1.66E+01	9.56E-01
YKL057C	5.56E+01	6.80E+00
YLR228C	2.88E+01	2.42E+00
YDR462W	9.69E+00	2.99E+00
YLR151C	1.33E+01	3.41E+00
YJL028W	1.28E-01	7.89E-03
YPR178W	1.29E+01	1.54E+00
YPR086W	6.11E+01	1.44E-02
YMR203W	1.01E+02	1.12E+01
YLR403W	5.07E+01	1.13E+01
YDL191W	6.57E+01	7.15E+00
YLR381W	1.24E+01	2.03E+00
YNL302C	4.85E+02	1.09E+02
YNR001W-A	4.94E-01	1.69E-01
YBR200W	4.13E+01	3.89E+00
YGR263C	2.48E+01	2.10E+00
YNR066C	3.13E+01	7.03E+00
YKR041W	1.28E+00	3.90E-02
YMR061W	5.58E+01	7.39E-01
YJR027W	1.45E-01	3.70E-02
YIR008C	5.88E+01	5.39E+00
YPL071C	2.94E+01	2.78E+00
YPR018W	2.95E+01	3.37E-01
YDL203C	2.00E+01	1.61E+00
YGL058W	1.14E+02	1.66E+01
YNL159C	1.70E+01	7.03E-01
YJL083W	1.18E+01	1.88E+00
YKR023W	1.03E+01	2.52E+00
YBR282W	4.42E+01	1.04E+01
YKL090W	1.24E+01	7.64E-03
YLR273C	6.07E+00	2.38E+00
YJR102C	2.95E+01	1.03E+00
YAR023C	6.57E+00	1.56E+00
YDR382W	8.62E+02	1.86E+02
YMR253C	2.30E+01	6.47E-01
YKL196C	1.27E+02	9.11E+00
YGL011C	2.73E+02	1.80E+00
YNL006W	2.63E+01	5.57E+00
YMR310C	1.53E+01	1.59E+00
YDR376W	2.28E+01	5.70E-01
YDR215C	1.17E-01	1.65E-01
YGR294W	6.17E-02	8.72E-02
YBR173C	1.72E+02	1.10E+00
YPL065W	1.64E+01	6.00E-02
YOR068C	7.35E-01	3.06E-01
YJR036C	5.43E+00	5.68E-01
YMR151W	3.62E+00	2.24E-01
YKL209C	2.99E+00	5.73E-01
YFR039C	2.75E+01	4.95E-01
YCR098C	6.03E+00	1.65E+00
YBR206W	4.69E+01	1.10E+01
YDR488C	9.91E+00	3.67E-01
YDL239C	8.60E+00	1.38E+00
YDR300C	3.36E+02	2.71E+01
YPL232W	4.78E+01	6.70E+00
YLR067C	2.73E+01	1.33E+00
YGL084C	8.54E+01	4.92E+00
YMR280C	7.31E+00	1.36E+00
YHR201C	3.60E+01	2.01E+00
YGR283C	4.75E+01	4.65E+00
YDL077C	1.46E+01	1.37E+00
YGR199W	1.46E+01	3.15E+00
YJL035C	3.03E+01	5.68E+00
YBR121C-A	5.20E+01	1.55E+01
YLR363C	1.37E+01	8.00E-01
YCR071C	3.71E+01	5.45E+00
YNL047C	1.48E+01	1.37E+00
YEL008W	1.69E+00	2.64E-01
YOR113W	8.34E+00	5.76E-02
YHR056C	2.09E+01	7.68E-01
YDL124W	4.61E+02	2.16E+02
YER027C	5.96E+01	5.35E+00
YDL243C	5.47E+00	8.24E-01
YNL222W	2.00E+01	1.25E+00
YOR377W	1.82E+01	6.10E-01
YBL045C	1.86E+02	1.82E+00
YAL015C	1.59E+01	1.99E+00
YCL002C	3.37E+01	2.16E+00
YBR057C	4.02E+01	4.36E+00
YKL185W	1.69E+01	5.21E+00
YBR047W	1.17E+01	1.29E+00
YJL086C	2.30E+00	3.02E-01
YPL078C	2.94E+02	3.16E+01
YMR153W	2.91E+01	1.78E+00
YGR112W	1.36E+01	3.95E+00
YBR077C	4.62E+01	4.71E+00
YIL007C	4.41E+00	1.46E+00
YGL052W	6.33E+00	1.11E+00
YNL192W	4.53E+01	1.38E+01
YDR328C	6.78E+01	7.09E+00
YLL063C	5.90E+00	1.34E+00
YKL006C-A	4.13E+01	5.27E+00
YIL054W	3.40E-01	1.16E-01
YCL052C	5.57E+01	7.19E+00
YFL032W	1.91E+02	8.47E+01
YEL022W	4.48E+01	6.36E+00
YKL123W	1.93E+00	1.43E+00
YOR199W	1.87E-01	2.63E-01
Q0120	1.38E+02	1.30E+01
YKR059W	8.79E+00	1.24E+00
YOR065W	7.17E+01	1.55E+01
YBL102W	8.19E+01	1.11E+01
YPR115W	2.58E+01	2.82E+00
YMR221C	4.06E+01	3.71E+00
YLR361C	1.79E+01	2.78E+00
YHR199C-A	1.14E+01	1.15E-01
YLR077W	3.27E+01	2.52E+00
YLR417W	5.47E+00	1.07E+00
YGL091C	3.13E+01	2.12E+00
YOR371C	3.27E+01	4.92E+00
YPR027C	3.67E-01	2.40E-01
YGL261C	1.23E-01	1.74E-01
YLR012C	6.47E-01	1.41E-01
YJL052W	2.32E+03	6.39E+02
YMR316C-A	4.00E+00	1.60E+00
YDR228C	1.67E+01	1.89E+00
YBR012W-B	5.20E-02	2.55E-02
YDR190C	3.45E+01	1.33E+00
YDR262W	4.60E+01	9.68E+00
YGL183C	9.53E-01	9.16E-02
YDL225W	4.59E+01	6.88E+00
YJL222W	1.40E-01	7.60E-02
YDR483W	2.18E+02	1.31E+01
YDR048C	4.09E-01	2.53E-02
YAR053W	3.52E-01	2.84E-01
YPL060W	1.53E+01	6.28E-01
YNL087W	7.43E+01	4.04E+00
YDR219C	3.81E+01	4.18E+00
YMR311C	5.08E+01	1.67E+01
YJR006W	3.97E+01	8.15E-01
YLR209C	4.47E+01	9.10E+00
YMR115W	1.50E+01	1.31E+00
YLR424W	1.36E+01	2.08E+00
YDR082W	7.68E+00	1.83E+00
YGL258W-A	3.52E+00	1.46E+00
YDR015C	1.87E-01	2.64E-01
YBR201W	6.20E+01	1.94E+01
YBL017C	9.97E+01	1.85E+01
YER005W	3.29E+01	8.67E-01
YOR198C	1.63E+02	6.02E+01
YJL012C	2.94E+02	4.80E+01
YLR399C	1.07E+02	1.57E+01
YML035C	3.02E+01	4.73E+00
YHR030C	3.90E+01	2.58E+00
YHR210C	8.19E+00	9.10E-01
YNR070W	1.40E+00	1.62E-01
YAL001C	2.73E+01	2.31E+00
YAL026C	3.50E+01	4.01E+00
YBL042C	6.23E+01	2.94E-01
YNL065W	2.22E+02	1.16E+01
YPL137C	7.74E+01	8.78E+00
Q0140	8.47E+01	1.58E+01
YDR243C	2.19E+01	2.74E+00
YER165C-A	2.40E-01	1.49E-02
YLR285C-A	6.41E+01	3.65E+00
YNL161W	2.49E+01	4.47E+00
YJL139C	2.31E+01	4.17E+00
YER037W	2.75E+01	3.80E+00
YBR256C	1.86E+02	2.90E+01
YPL268W	2.57E+01	1.98E-01
YKL019W	4.51E+01	5.33E+00
YGR114C	6.33E-01	1.97E-01
YDR286C	4.24E+01	4.20E+00
YGR132C	8.39E+01	1.71E+01
YKL189W	1.82E+01	7.49E-01
YIL113W	5.35E+00	3.79E-01
YMR158C-A	1.04E+01	3.30E+00
YNL206C	3.19E+01	5.26E+00
YGR212W	6.92E+00	1.47E+00
YMR063W	1.71E+01	1.43E+00
YNL317W	2.61E+01	5.71E+00
YAL051W	1.98E+01	1.32E+00
YLR309C	1.67E+01	3.57E+00
YDR454C	2.46E+02	7.68E+00
YHR134W	9.07E+00	7.10E-01
YGR226C	7.19E-01	1.89E-01
YGR258C	1.92E+01	5.21E-02
YBR008C	8.33E+00	1.43E+00
YCR027C	3.29E+01	5.88E+00
YJR042W	3.55E+01	7.30E-01
YKL159C	2.17E+00	6.75E-01
YNL091W	2.22E+01	3.47E+00
YOR264W	5.46E+01	8.50E+00
YMR134W	2.59E+01	4.36E+00
YKL137W	4.07E+01	9.11E+00
YAL031C	2.07E+01	1.94E-01
YGL194C-A	2.32E+01	2.30E+00
YLR005W	4.50E+01	2.76E+00
YPL147W	7.50E+00	1.88E+00
YBR245C	4.36E+01	7.01E+00
YNL291C	5.78E+01	3.45E+00
YDL159W-A	6.64E-01	5.00E-01
YPR131C	3.01E+01	2.26E+00
YKL005C	3.16E+01	2.77E+00
YGL234W	3.88E+02	1.18E+02
YJR051W	6.84E+01	5.72E+00
YLR049C	1.49E+01	6.14E+00
YOL157C	1.42E+00	8.29E-02
YBR241C	1.31E+01	8.72E-02
YJR003C	3.29E+01	7.99E-02
YHR161C	5.30E+01	1.22E+01
YLR247C	2.79E+01	8.91E+00
YBR125C	3.62E+01	6.65E+00
YMR077C	1.91E+01	2.81E+00
YJL189W	3.66E+02	1.65E+01
YAL040C	2.89E+01	1.31E+01
YOR376W	3.54E-01	1.86E-01
YHR150W	1.59E+01	1.12E-02
YDL115C	2.32E+01	1.46E+00
YNL197C	4.41E+01	2.57E+00
YFL049W	2.86E+01	4.52E+00
YGL120C	1.57E+02	1.39E+01
YNL014W	4.21E+00	8.31E-01
YGR015C	1.30E+01	6.78E-01
YMR042W	2.82E+01	4.75E+00
YDR402C	4.72E-01	1.94E-01
YJL212C	5.41E+01	3.12E+01
YMR013C-A	1.74E-03	1.97E-03
YNR003C	1.86E+01	5.02E+00
YMR016C	8.81E+00	1.61E+00
YDL146W	1.48E+01	3.74E+00
YDR246W	2.76E+01	6.71E+00
YPL062W	9.67E-01	5.08E-01
YMR282C	6.10E+01	1.17E+01
YDL064W	1.01E+02	1.52E+01
YNL239W	2.16E+02	5.90E+01
YCR035C	4.23E+01	2.10E+00
YPR102C	3.61E+02	1.02E+02
YOR299W	4.47E+01	7.73E+00
YOR325W	4.49E-01	1.00E-01
YPL016W	2.04E+01	6.87E+00
YER101C	7.41E+00	1.50E-01
YDR207C	9.40E+00	2.51E+00
YKL219W	1.40E+01	1.63E+00
YJL087C	1.39E+01	2.25E+00
YNL275W	1.56E+01	1.09E-01
YHR182C-A	1.81E-01	1.12E-02
YMR123W	5.85E+01	9.85E+00
YHR107C	6.66E+01	5.68E+00
YDL134C	1.58E+02	1.33E+01
YLR218C	2.55E+00	1.43E+00
YDR539W	4.40E+01	9.61E+00
YDR371W	1.20E+01	1.57E+00
YGL019W	1.90E+01	5.33E+00
YLR134W	1.23E+01	4.00E+00
YDL133C-A	3.36E+03	1.19E+03
YPL030W	1.70E+01	4.76E+00
YJL047C	1.65E+01	2.51E+00
YLR258W	4.68E+01	7.61E+00
YEL059W	6.03E-01	6.48E-01
YHR080C	1.83E+01	3.12E+00
YML101C-A	3.11E+00	7.92E-01
YKL154W	4.97E+01	1.92E+00
YLR285W	6.27E+01	6.61E+00
YKL182W	4.80E+02	9.06E+01
YBR274W	2.30E+01	2.95E+00
YBR254C	3.15E+01	4.07E+00
YGL156W	2.70E+01	1.13E+01
YCL039W	6.05E+00	2.28E+00
YOL084W	2.63E+00	1.06E+00
YGR007W	4.74E+01	1.02E+01
YDL088C	2.90E+01	3.46E-01
YOL043C	1.23E+01	5.36E-01
YNL329C	2.12E+01	3.23E+00
YJR106W	1.35E+01	4.74E+00
YAL063C-A	1.21E+00	9.07E-01
YER017C	5.56E+01	7.16E+00
YDR080W	8.07E+00	1.36E+00
YKR002W	1.56E+01	1.27E+00
YJR050W	4.15E+01	9.67E+00
YBL070C	1.02E+00	5.34E-01
Q0050	3.53E+03	4.56E+02
YER090C-A	7.04E-01	2.93E-01
YPL142C	1.99E-01	8.29E-02
YNL125C	2.01E+01	4.03E+00
YNR055C	3.58E+01	4.31E+00
YPR089W	4.70E+01	3.73E+00
YPL072W	1.02E+01	1.69E+00
YGL107C	2.93E+01	1.14E+00
YER181C	2.42E+00	6.91E-01
YOR288C	1.19E+02	2.34E+01
YGL095C	2.96E+01	4.38E+00
YDR169C-A	2.81E+00	1.44E+00
YKL064W	1.57E+01	3.25E+00
YGR154C	5.34E+00	2.46E-01
YNL333W	4.55E-01	6.19E-02
YMR224C	1.32E+01	2.00E+00
YDL057W	9.26E+00	5.72E-01
YNL263C	8.07E+01	1.20E+01
Q0075	7.28E+01	2.16E+01
YOL117W	1.22E+01	6.68E-01
YNL217W	3.51E+01	3.22E+00
YDR058C	2.80E+01	3.09E+00
YFL009W	3.71E+01	1.61E+00
YOL027C	7.81E+01	8.98E+00
YLR248W	9.94E+01	1.33E+01
YER074W	2.43E+02	2.35E+01
YFR047C	9.46E+01	1.38E+01
YGL224C	3.28E+01	6.62E+00
YNL008C	2.22E+01	5.98E+00
YMR304C-A	2.68E+01	8.62E+00
YHR052W	1.57E+02	1.32E+01
YER158C	1.41E+01	2.28E+00
YHR192W	8.60E+01	2.21E+00
YDR197W	2.53E+01	3.40E+00
YPL231W	4.40E+02	2.75E+01
YNL147W	9.56E+01	5.22E+00
YDR298C	1.60E+02	1.89E+01
YDL120W	6.75E+01	1.65E+01
YGL123C-A	8.32E-01	7.96E-02
YDR482C	1.43E+01	2.96E+00
YLL028W	6.74E+01	8.48E+00
YGR205W	4.29E+01	1.12E+01
YGR040W	3.22E+01	3.47E-01
YHR058C	4.00E+01	5.65E+00
YPL181W	2.87E+01	3.07E+00
YJR015W	6.29E+01	6.28E+00
YLR379W	3.98E-01	5.61E-02
YPL223C	8.83E-01	1.25E-01
YOR364W	1.59E+00	6.72E-01
YLR366W	4.52E+00	2.22E-01
YIL126W	6.61E+01	9.92E+00
YDR274C	6.02E-02	8.51E-02
YGL136C	1.15E+01	1.62E+00
YGL072C	2.66E+00	1.51E+00
YOL156W	7.33E-02	6.65E-02
YHR188C	5.76E+01	1.40E+00
YER078C	3.59E+01	5.87E+00
YOR308C	1.61E+01	5.04E-02
YNL202W	1.99E+01	5.77E-01
YDL012C	1.90E+01	2.02E+00
YOR209C	2.73E+02	2.20E+01
YBL025W	4.09E+00	2.03E+00
YHL002W	3.00E+01	6.13E+00
YGL049C	2.71E+01	1.41E+00
YBL098W	1.15E+02	1.28E+01
YHL019W-A	6.53E-01	1.42E-01
YGR152C	5.28E+01	1.09E+00
YJL127C	1.42E+01	1.22E+00
YMR275C	1.30E+01	1.71E+00
YNL137C	3.14E+01	3.81E+00
YAR031W	4.40E+00	1.05E+00
YPR190C	5.38E+01	6.70E+00
YDL027C	2.92E+01	1.17E+00
YMR239C	4.81E+01	9.69E+00
YBR297W	9.43E+00	3.44E+00
YDR316W	1.92E+01	4.01E+00
YOL071W	1.77E+01	2.58E+00
YKL153W	6.98E-01	4.91E-01
Q0255	2.59E+02	4.52E+01
YBR049C	5.88E+01	4.96E+00
YLL060C	8.05E+00	9.25E-01
YIR011C	9.51E+01	1.74E+01
YIL023C	4.59E+01	1.23E+00
YDR296W	5.11E+01	6.36E+00
YOL056W	2.08E+01	4.21E+00
YML004C	2.43E+02	5.54E+01
YGL242C	3.79E+01	1.07E+00
YML063W	1.76E+03	4.02E+02
YPR174C	3.23E+01	1.81E-01
YPL164C	9.54E+00	1.12E+00
YJL019W	1.22E+01	2.53E+00
YAR019W-A	9.46E-01	4.97E-01
YPR040W	5.39E+00	9.39E-01
YFL012W	5.06E+00	9.22E-01
YOR039W	8.13E+01	3.00E+00
YDL032W	1.22E+00	5.07E-01
YJR146W	1.22E+00	6.85E-01
YER125W	1.47E+02	3.02E+01
YER050C	1.29E+02	1.93E+01
YGR144W	2.93E+00	3.05E-01
YOR151C	1.54E+02	9.18E+00
YNL149C	1.25E+02	2.52E+01
YIR031C	1.23E+01	7.63E-01
YGL047W	1.74E+01	1.32E+00
YDL019C	1.81E+01	2.56E+00
YMR030W	1.96E+01	3.67E+00
YNL328C	2.14E+01	3.48E+00
YDR144C	3.61E+01	4.22E+00
YGR229C	1.51E+02	3.17E+01
YGR011W	1.09E+01	4.52E+00
YER142C	1.79E+01	9.00E-01
YNL024C-A	1.35E+02	7.54E+00
YJR085C	3.21E+02	1.62E+01
YGL045W	1.11E+01	9.67E-01
YHR164C	1.05E+01	2.75E+00
YOR344C	1.03E+02	1.37E+01
YFL004W	9.48E+01	2.21E+01
YBL072C	4.43E+02	1.17E+02
YLR006C	2.15E+01	3.10E+00
YNL273W	1.50E+01	2.70E+00
YFL001W	5.39E+01	4.04E+00
YDR180W	2.57E+01	1.90E+00
YLR186W	1.16E+02	6.93E+00
YIR037W	1.15E+02	2.76E+01
YFL042C	1.37E+01	6.02E-01
YJR100C	2.49E+01	3.94E+00
YKR076W	2.42E+01	4.35E+00
YBR196C-B	1.67E+01	6.98E-01
YOR139C	1.25E+00	1.54E-01
YJL038C	3.08E+00	1.31E-01
YHR114W	1.29E+01	2.41E+00
YKR078W	1.61E+01	8.08E-01
YMR155W	1.70E+01	2.95E-01
YIL156W-B	1.29E+01	2.41E+00
YOL087C	3.42E+01	4.43E+00
YKL119C	3.83E+01	1.75E+00
YOL021C	5.29E+01	3.19E+00
YAR003W	2.41E+01	5.06E+00
YOR279C	9.63E+00	1.93E+00
YPR061C	1.59E+01	2.88E+00
YDR068W	2.30E+01	4.63E+00
YDL227C	8.10E-01	2.56E-01
YBR263W	1.98E+02	2.19E+01
YPL118W	7.55E+01	1.66E+01
YCR083W	1.64E+01	3.46E+00
YKL014C	7.08E+01	7.03E+00
YNL171C	1.11E+01	3.91E+00
YMR157C	2.48E+01	6.03E+00
YNR011C	1.89E+01	1.92E+00
YMR277W	4.45E+01	1.96E+00
YLR030W	3.98E-01	2.43E-01
YFR023W	4.87E+00	7.63E-01
YDL152W	5.96E-01	3.68E-01
YEL017C-A	5.97E+02	5.32E+01
YCL026C-B	1.15E+01	3.92E+00
YJR149W	1.53E+01	9.48E-01
YPL272C	9.00E+00	1.94E+00
YBL078C	3.59E+01	5.65E+00
YHR028W-A	4.07E-01	2.14E-01
YLL049W	3.48E+01	1.19E+01
YER046W	3.10E+01	1.21E+00
YLR438C-A	6.10E+01	9.94E+00
YOR243C	7.26E+01	3.07E+00
YNL004W	4.25E+01	2.03E+00
YHR187W	4.20E+01	6.27E+00
YER091C-A	6.72E-01	9.48E-02
YGL160W	1.94E+01	8.66E-01
YMR273C	7.01E+00	3.60E+00
YNL046W	2.43E+01	4.89E+00
YDR031W	1.11E+02	2.09E+01
YFL008W	1.60E+01	3.56E+00
YNL027W	2.03E+01	5.09E+00
YIL098C	3.02E+01	1.07E+01
YDR475C	3.15E+01	1.40E+00
YMR315W	1.83E+02	3.96E+01
YBR296C-A	2.02E+00	1.89E+00
YPL018W	1.96E+01	5.74E+00
YIL017C	7.64E+00	1.36E+00
YJR061W	1.52E+01	5.61E+00
YJL095W	2.26E+01	8.72E-01
YER173W	1.58E+01	1.96E-01
YEL072W	2.50E+01	6.37E+00
YMR013W-A	3.08E+03	7.81E+02
YMR287C	3.29E+01	4.09E+00
YBL071C	1.05E+00	3.59E-01
YMR315W-A	1.00E+00	3.42E-01
YIL105C	3.69E+01	8.49E+00
YGR139W	1.93E-01	1.01E-01
YOR363C	1.26E+01	2.24E+00
YER021W	5.87E+02	1.15E+02
YCL012C	1.69E+01	2.17E+00
YKR024C	2.44E+01	1.40E+00
YMR034C	7.16E+00	1.25E+00
YDR363W-A	2.73E+02	1.60E+01
YIR017C	2.38E+01	6.57E+00
YGL031C	5.87E+02	8.09E+01
YPR013C	3.67E+01	1.73E+01
YEL057C	2.97E+00	6.79E-01
YLR396C	2.04E+01	1.12E+00
YOR192C	5.73E+00	1.50E+00
YOR247W	1.39E+01	7.03E+00
YDR181C	1.27E+01	3.25E+00
YPL143W	9.31E+02	1.28E+02
YLR171W	7.87E-01	2.25E-01
YIR033W	3.57E+01	3.36E+00
YGR266W	3.61E+01	3.31E+00
YLR375W	5.04E+01	3.21E+00
YMR168C	1.38E+01	1.14E+00
YDL014W	2.90E+02	2.23E+01
YGL027C	3.42E+01	4.81E+00
YPR137W	8.59E+01	7.33E+00
YAL023C	2.85E+02	4.04E+01
YOR009W	4.06E+00	9.13E-01
YJL071W	2.31E+01	1.47E+00
YBL010C	1.59E+01	1.66E+00
YPL063W	3.57E+01	7.46E-01
YNR007C	1.96E+01	4.81E+00
