gene	mean	std
YLL048C	6.78E+01	1.17E+00
YBR251W	7.24E+01	5.34E-01
YOR224C	1.90E+02	3.60E+01
YGL135W	1.92E+02	2.14E+01
YIL141W	5.38E+00	1.48E+00
YPL182C	5.05E-01	1.10E-01
YML087C	1.12E+01	9.17E-01
YLR421C	1.08E+02	3.16E+00
YPL036W	9.86E+00	1.68E+00
YDL075W	3.01E+02	6.14E+01
YDL055C	1.65E+03	2.42E+01
YGR004W	3.06E+01	2.27E+00
YHR198C	2.08E+01	2.01E+00
YJL036W	2.44E+01	1.86E+00
YHL031C	1.95E+01	4.38E-01
YHR143W	1.75E+02	2.95E+01
YBR214W	4.26E+00	8.26E-01
YGL154C	1.53E+01	2.39E+00
YCL055W	2.07E+01	7.91E-01
YDR057W	1.64E+01	3.65E-01
YGL070C	7.47E+01	1.45E+00
YOL003C	2.23E+01	2.38E+00
YHR021C	2.39E+03	8.69E+01
YMR290C	1.72E+02	1.86E+01
YDR188W	1.24E+02	4.65E+00
YNL280C	6.04E+01	6.08E+00
YDR009W	2.93E+00	4.19E-01
YJL165C	3.48E+01	3.77E+00
YNL242W	1.66E+01	8.20E-01
YAR035W	1.33E+00	3.14E-01
YDR261C	3.18E+01	2.67E+00
YOR149C	2.34E+01	5.07E-01
YGR274C	3.03E+01	3.85E-02
YNL321W	1.34E+01	6.08E-01
YKL138C	8.67E+01	6.74E+00
YJR099W	1.34E+01	1.55E+00
YLR433C	2.40E+01	3.14E+00
YBR095C	4.33E+01	1.74E+00
YJL150W	4.27E-01	4.58E-02
YHR076W	6.65E+01	4.35E+00
YNL243W	6.08E+01	5.39E+00
YJL155C	2.63E+01	2.67E+00
YGR295C	5.72E+01	1.68E+01
YDL238C	1.04E+01	5.62E-01
YAL037C-B	4.34E-01	1.59E-01
YJL103C	6.81E+00	1.08E+00
YPR048W	5.02E+01	3.69E+00
YLR234W	5.50E+00	2.48E-01
YBR091C	4.79E+01	4.98E+00
YDR115W	2.26E+01	3.02E+00
YFL036W	4.41E+01	1.27E+00
YKL033W-A	9.75E+01	1.11E+01
YPR032W	2.42E+01	2.27E+00
YDR335W	6.25E+01	2.65E+00
YGR273C	4.94E-01	1.46E-01
YOR042W	3.62E+01	1.14E+00
YGR244C	1.11E+02	2.49E+01
YDL114W-A	3.21E+00	4.64E-01
YKL193C	5.42E+01	2.33E+00
YOR012W	8.89E+00	1.35E+00
YLR174W	1.04E+01	2.09E+00
YIR035C	3.33E+01	4.11E+00
YBR118W	2.32E+02	2.05E+01
YJL172W	1.33E+02	5.55E+00
YJR057W	3.62E+01	3.03E+00
YNL131W	3.28E+02	9.48E+00
YGR126W	7.05E+00	3.49E-01
YIL155C	3.76E+01	2.04E+00
YDL168W	6.31E+01	5.36E+00
YBL092W	1.20E+03	2.41E+02
YOR389W	1.04E+00	3.56E-01
YJL016W	3.16E+01	2.16E+00
YBR200W-A	3.96E-01	2.08E-01
YNL092W	4.21E+00	7.97E-01
YMR056C	1.42E+01	4.23E-01
YBL077W	4.45E-01	4.26E-02
YLR120C	7.43E+01	9.27E+00
YLR386W	2.96E+01	2.06E+00
YLR299W	3.07E+01	1.79E+00
YEL006W	3.84E+01	8.83E+00
YNL109W	2.60E+00	4.94E-01
YDR042C	9.80E+00	1.15E+00
YNR057C	7.07E+00	1.79E+00
YDR111C	3.83E+01	1.95E-01
YPL025C	3.62E+00	4.41E-01
YGR238C	7.10E+00	9.32E-01
YAR002W	6.51E+01	1.17E+00
YML127W	6.26E+01	7.30E+00
YAL042C-A	3.90E-01	2.16E-01
YHR097C	1.13E+01	2.02E+00
YNL178W	2.84E+03	7.85E+02
YGL007C-A	5.94E+00	1.06E+00
YKR006C	5.80E+01	8.69E+00
YOR329C	1.88E+01	1.20E+00
YHR028C	8.16E+01	5.65E+00
YPL169C	5.15E+01	2.26E+00
YAL063C	5.92E-02	3.97E-03
YKL174C	3.06E+01	4.71E-01
YMR305C	6.13E+01	6.14E+00
YMR066W	1.48E+01	8.92E-01
YBR167C	2.81E+01	2.31E+00
YJL002C	2.26E+02	3.58E+00
Q0070	6.93E+01	2.06E+01
YIL153W	1.91E+01	2.03E+00
YGL102C	4.09E-01	3.08E-01
YBR099C	7.57E+00	1.49E+00
YMR140W	2.75E+01	5.20E+00
YPL019C	2.85E+02	5.84E+01
YGR117C	3.67E+01	5.39E+00
YDR289C	2.18E+00	1.15E-02
YJL135W	5.54E-01	3.27E-01
YNL287W	2.45E+02	2.83E+00
YJL100W	1.63E+01	1.07E+00
YBR169C	2.59E+01	6.55E-01
YOR186W	1.37E+00	1.94E-01
YIL049W	1.68E+01	4.38E-02
YKL021C	4.22E+01	2.02E+00
YPL173W	3.42E+01	6.38E+00
YGR135W	1.50E+02	3.84E+00
YER066C-A	1.25E+00	5.01E-01
YJR005W	4.15E+01	1.84E+00
YKL024C	9.92E+01	9.76E+00
YBL046W	9.24E+00	1.39E+00
YDL089W	1.22E+01	1.48E+00
YIR030W-A	7.33E-01	2.82E-01
YBL020W	3.30E+01	1.95E+00
YPL003W	1.66E+01	4.51E+00
YER107C	6.44E+01	4.18E+00
YBL005W-B	1.37E-01	3.15E-02
YJL014W	1.78E+02	2.00E+01
YLR365W	1.12E+00	1.64E-01
YDR085C	6.28E+00	8.63E-01
YER111C	2.04E+01	1.58E+00
YGR165W	5.06E+01	3.42E+00
YDR204W	3.87E+01	9.24E-01
YGR163W	3.87E+01	1.80E+00
YDR072C	1.48E+02	1.48E+01
YHR056W-A	5.44E-01	1.03E-01
YOR118W	1.73E+01	2.00E+00
YPR198W	3.49E+01	1.06E+00
YGR232W	8.27E+01	8.19E+00
YGR174C	2.52E+01	4.81E+00
YOL106W	1.21E+01	3.01E+00
YOR207C	7.03E+01	1.71E+00
YHR131W-A	4.32E-01	9.63E-02
YOL024W	2.95E+00	7.07E-01
YNL251C	2.21E+01	6.78E+00
YGR237C	1.43E+01	2.32E+00
YIL088C	1.10E+02	9.22E+00
YPL248C	3.82E+00	7.61E-02
YKR003W	5.76E+01	1.59E+00
YGR271W	2.31E+01	1.50E+00
YNL063W	1.56E+01	6.68E-02
YBL104C	1.66E+01	1.23E-01
YNL005C	1.07E+02	2.37E+01
YPL097W	2.38E+01	4.64E+00
YDL093W	3.20E+01	2.69E+00
YOR239W	7.40E+01	1.17E+01
YDR099W	1.47E+02	1.62E+01
YPR091C	4.35E+01	2.18E+00
YOR044W	2.14E+01	6.86E-01
YOL151W	2.94E+01	1.55E+00
YOR131C	4.48E+01	1.30E+00
YGR116W	5.31E+01	9.32E+00
YLR330W	7.16E+01	6.79E+00
YDR200C	1.67E+01	2.86E+00
YOR117W	1.09E+02	1.85E+01
YPL121C	2.93E-01	1.54E-01
YLR232W	3.11E-01	1.06E-01
YMR082C	3.03E-01	1.04E-01
YMR172W	9.60E+00	8.50E-01
YOL096C	1.78E+01	1.81E+00
YPR010C	2.54E+02	1.77E-02
YPL073C	6.18E-01	3.82E-02
YBR017C	7.22E+01	4.65E-01
YGL124C	1.53E+01	1.82E+00
YPR111W	1.98E+01	8.83E-01
YKL045W	1.96E+01	1.08E+00
YER144C	1.36E+01	9.76E-01
YLR328W	7.21E+01	8.55E+00
YGR055W	5.01E+02	6.99E+01
YLR207W	3.04E+01	2.40E+00
YFR010W	4.29E+01	3.00E+00
YKR094C	2.09E+03	3.50E+02
YML130C	2.32E+02	7.06E+01
YGR171C	2.98E+01	2.52E+00
YMR281W	3.19E+01	5.47E-01
YOL017W	1.53E+01	2.47E+00
YGR134W	2.48E+01	9.10E-01
YFR032C	2.06E+01	6.05E-01
YLR094C	1.13E+01	2.82E+00
YLL033W	7.56E+00	7.30E-01
YNL073W	3.00E+01	4.55E+00
YBL023C	3.16E+01	2.42E-01
YEL052W	3.91E+01	5.96E+00
YBR147W	4.32E+01	1.41E+01
YHR103W	3.74E+01	1.71E+00
YFR057W	2.37E-01	8.11E-02
YDR253C	8.09E+00	3.39E+00
YGR276C	3.95E+01	1.57E+00
YCL008C	6.68E+00	1.08E+00
YCL040W	8.55E+01	5.37E+00
YDR081C	3.73E+01	1.60E+00
YBR053C	3.26E+01	6.59E+00
YML016C	3.24E+01	1.26E+00
YDR303C	3.48E+01	5.17E+00
YLR418C	6.95E+01	1.92E+00
YKL074C	3.20E+01	4.42E+00
YLL062C	1.47E+01	3.30E+00
YHR183W	8.81E+02	7.21E+01
YOR169C	4.06E+00	2.51E-01
YDR461W	1.31E+01	8.12E-01
YBR190W	2.25E+00	3.06E-01
YDL185C-A	4.83E-01	4.28E-01
YFL056C	7.57E+00	1.26E+00
YLL045C	8.86E+02	1.56E+02
YNL320W	1.49E+01	1.41E+00
YER040W	1.93E+01	2.28E+00
YDR127W	3.98E+02	2.72E+01
YLR075W	2.10E+03	3.08E+02
YOR007C	3.76E+02	4.12E+01
YLL057C	1.83E+00	5.29E-01
YKL212W	1.58E+02	1.51E+01
YFR056C	4.09E-01	1.07E-01
YCR105W	8.69E-01	5.37E-02
YER014W	1.14E+01	1.08E+00
YDR394W	2.16E+02	3.31E+01
YGR167W	4.94E+01	7.38E-01
YML122C	6.66E-01	2.77E-01
Q0065	3.84E+02	7.26E+01
YBR089W	9.26E-01	4.36E-02
YOR036W	7.04E+00	1.66E+00
YCL049C	2.05E+01	1.73E+00
YAL047W-A	1.57E+00	2.80E-01
YDR331W	9.44E+01	6.43E+00
YEL019C	1.76E+01	2.38E+00
YIL014W	2.76E+01	4.93E+00
YLR146C	4.47E+01	1.12E+00
YKL134C	1.13E+01	1.08E+00
YPR050C	4.19E-01	1.72E-01
YGL103W	2.85E+03	2.52E+02
YDR295C	1.10E+01	2.61E+00
YLR099C	2.23E+01	1.15E+00
YOL120C	1.07E+03	3.14E+02
YAL066W	1.23E+00	5.12E-01
YPL128C	2.82E+01	3.96E+00
YLL034C	4.36E+01	1.25E-01
YBR128C	4.78E+00	8.50E-02
YBR137W	9.46E+01	3.23E+00
YKR073C	6.18E+00	8.44E-01
YPL087W	5.89E+01	7.72E+00
YJR121W	7.75E+02	8.17E+01
YDR174W	2.98E+02	4.43E+01
YGR048W	6.96E+01	1.23E+01
YDL102W	3.00E+01	2.87E+00
YOR306C	4.16E+01	6.76E-01
YER070W	3.18E+02	4.18E+01
YIL070C	2.16E+01	1.40E-02
YJR089W	2.02E+01	1.21E+00
YDR526C	2.34E-01	2.07E-01
YOR055W	2.53E-01	2.24E-01
YNL133C	1.04E+01	1.13E-01
YJL183W	6.85E+01	2.80E+00
YMR116C	1.47E+03	3.65E+02
YNR008W	3.01E+01	2.62E+00
YJR132W	3.27E+01	1.53E+00
YPL020C	1.63E+01	1.60E+00
YLR286W-A	6.27E+00	2.30E+00
YJR039W	5.77E+00	6.00E-02
YOR328W	8.08E+00	4.29E-01
YOR231W	8.19E+00	3.05E-02
YNL011C	2.18E+01	1.44E+00
YER053C-A	7.97E+00	2.62E+00
YJR120W	1.16E+02	1.60E+01
YLR390W	2.18E+01	3.58E+00
YPR135W	1.79E+01	3.82E+00
YNR069C	7.52E+00	1.77E-01
YPR107C	2.39E+01	4.62E+00
YPR145C-A	8.65E+00	2.20E+00
YNL140C	1.10E+01	1.66E-01
YML007W	1.01E+02	1.49E+01
YER058W	8.42E+00	3.14E+00
YCR097W	2.31E+01	3.17E-01
YLR362W	2.38E+01	2.09E+00
YNR048W	2.64E+01	9.42E-01
YBR039W	3.36E+02	3.15E+01
YDR230W	1.21E+00	6.21E-01
YBR117C	2.01E+00	9.52E-01
YLL007C	1.08E+01	2.26E-01
YDR013W	5.47E+01	2.85E+00
YKR060W	3.06E+01	1.45E+00
YOR099W	3.05E+02	4.60E+01
YJL062W-A	5.01E+01	2.83E-01
YIL087C	1.67E+01	4.07E+00
YOR379C	5.08E+00	1.03E+00
YPR024W	7.11E+01	5.07E+00
YGR136W	3.85E+01	4.09E+00
YNL094W	4.66E+01	1.80E+00
YNL305C	2.82E+01	4.96E+00
YPR001W	4.79E+00	8.14E-01
YIL076W	1.27E+02	4.21E-01
YNL180C	8.30E+01	4.71E+00
YDL042C	2.59E+01	1.83E+00
YML098W	7.47E+00	1.39E-01
YDL233W	8.44E+00	9.95E-01
YMR044W	1.80E+01	1.20E+00
YBR170C	3.70E+01	3.81E+00
YPR080W	1.77E+02	1.86E+01
YKR069W	9.65E+00	3.20E+00
YER151C	5.11E+01	1.93E+00
YLR044C	5.44E+03	3.74E+02
YNL082W	2.39E+01	5.21E+00
YPR158C-C	6.45E-01	5.15E-02
YAL036C	3.92E+01	2.90E+00
YBR222C	2.59E+01	1.74E+00
YGL256W	4.09E+03	1.77E+03
YHR202W	7.71E+00	2.18E+00
YHR084W	1.95E+01	2.34E+00
YJL216C	4.15E+00	5.41E-01
YDR384C	2.93E+01	2.04E-01
YNL166C	7.76E+01	2.42E+00
YCR031C	5.67E+02	1.86E+01
YHR017W	2.60E+01	1.63E+00
YGR253C	2.92E+02	1.36E+01
YMR223W	2.31E+01	2.33E+00
YBL106C	1.64E+01	4.08E+00
YBR280C	9.71E+00	2.31E+00
YML083C	5.79E-01	1.24E-02
YMR002W	2.24E+02	2.12E+01
YJL133C-A	8.17E+01	4.99E+01
YMR196W	2.81E+01	3.51E+00
YFR021W	2.05E+01	4.23E-01
YGL092W	6.77E+01	2.75E-01
YOR321W	5.23E+01	6.48E+00
YGR002C	6.83E+00	6.40E-02
YBR094W	3.67E+01	3.67E+00
YGL044C	4.14E+00	6.62E-01
YLR350W	5.21E+00	4.68E-01
YDL130W	9.47E+02	3.09E+00
YBR152W	7.60E+00	8.16E-01
YHR200W	1.96E+02	1.68E+01
YOL164W	9.75E+00	2.79E+00
YDR480W	2.48E+01	3.14E+00
YOL090W	3.64E+01	5.40E+00
YNR035C	1.35E+02	9.16E+00
YOR347C	3.81E+01	8.84E+00
YOL007C	4.26E+01	4.42E+00
YML123C	1.04E+03	9.62E+01
YNL084C	8.87E+01	7.04E+00
YOL042W	3.31E+01	3.15E+00
YDR392W	1.76E+01	2.67E+00
YFR053C	7.80E+01	2.28E+01
YOR069W	4.70E+01	1.06E+00
YAR008W	2.43E+01	1.36E+00
YDR149C	3.06E-01	1.04E-01
YMR029C	4.92E+01	6.20E+00
YDL158C	2.32E+01	2.29E+00
YMR022W	1.08E+02	2.79E+00
YBR126W-A	4.71E+01	5.93E+00
YDR246W-A	5.52E+00	5.62E-01
YHL023C	1.74E+01	5.18E-01
YIL029W-A	0.00E+00	0.00E+00
YER007C-A	8.40E+01	1.01E+01
YHR042W	4.36E+01	3.67E+00
YPL180W	2.15E+01	1.56E+00
YOR301W	1.92E+01	9.56E-01
YML010W	3.03E+01	4.82E+00
YNL106C	1.14E+01	4.24E+00
YHR155W	2.69E+01	9.83E-01
YFR040W	5.87E+01	5.55E+00
YGL147C	4.13E+02	1.26E+02
YMR175W	6.48E+00	9.87E-01
YCR022C	2.11E+00	4.51E-02
YMR313C	4.96E+01	8.70E-01
YOR005C	9.28E+00	6.06E-01
YDR222W	9.03E+00	7.51E-01
YBR284W	2.84E+00	4.95E-01
YOR177C	3.77E+00	1.58E-01
YPR020W	1.45E+02	7.39E+00
YDL125C	2.54E+02	4.05E+01
YGL104C	6.46E+00	1.59E+00
YKL126W	8.95E+01	1.44E+01
YIL136W	5.71E+00	4.67E-01
YLR098C	1.23E+01	1.80E+00
YDR027C	3.95E+01	1.89E+00
YOL033W	1.69E+01	3.28E-01
YHR139C-A	9.15E-01	7.36E-01
YDR205W	3.38E+01	3.42E+00
YJL089W	1.44E+00	1.79E-01
YBR225W	1.76E+01	1.34E+00
YDR521W	3.77E-01	1.57E-01
YHR101C	1.13E+01	7.91E-01
YNR061C	5.91E+01	4.56E+00
YLL016W	9.50E+00	1.53E-01
YER124C	2.35E+02	2.77E+01
YNL215W	6.44E+00	5.55E-01
YLR321C	2.86E+01	2.60E+00
YEL031W	1.26E+02	2.21E+01
YBR161W	2.72E+01	1.17E+00
YOL045W	1.99E+01	1.11E+00
YPR179C	7.92E+00	1.77E+00
YDL091C	1.60E+01	2.11E+00
YLR072W	2.61E+01	6.52E-01
YLR240W	1.50E+01	2.77E+00
YNR042W	7.87E-01	3.75E-01
YPR109W	3.16E+01	1.85E+00
YIL164C	2.55E+01	7.48E+00
YBR090C	1.10E+01	4.48E+00
YER095W	5.36E+01	1.08E+01
YJR115W	5.49E+00	1.56E+00
YFR009W	1.04E+02	1.38E+01
YIL055C	1.53E+00	2.55E-01
YLR068W	6.25E+00	1.87E-01
YLR085C	1.73E+01	8.83E-01
YBL016W	3.17E+00	7.09E-01
Q0143	1.35E+01	1.74E+00
YDL078C	1.31E+02	7.22E+00
YOR367W	5.02E+01	5.53E+00
YKL018W	3.90E+01	2.48E-03
YDR415C	4.15E+01	4.34E+00
YMR148W	2.78E+01	4.85E+00
YER034W	1.03E+01	6.94E-01
YMR013C	2.63E+01	7.24E+00
YCL041C	5.92E-01	2.09E-02
YLR311C	1.12E+01	1.20E+00
YHR179W	5.87E+02	1.07E+02
YOR066W	9.58E+00	1.65E+00
YPR031W	1.20E+01	1.59E-01
YOR067C	6.33E+01	4.27E+00
YBR026C	8.40E+01	1.61E+00
YDR163W	1.16E+01	3.18E+00
YNR032C-A	5.94E+01	6.13E+00
YNL146W	1.34E+01	5.70E-01
YNL184C	3.14E+00	3.43E-01
YMR026C	3.75E+01	2.33E+00
YLR325C	1.21E+03	1.53E+02
YGL235W	1.12E+00	6.91E-02
YML093W	3.23E+01	1.89E+00
YDL073W	3.00E+01	3.09E+00
YOR293C-A	5.97E-01	8.44E-01
YIL142W	5.29E+01	7.80E+00
YCR024C-A	8.23E+02	3.71E+01
YBR029C	8.50E+01	1.46E+00
YDR026C	3.01E+01	2.71E+00
YOL015W	2.08E+00	3.18E-01
YGL243W	2.62E+01	1.32E+00
Q0144	1.23E+00	1.56E-02
YMR092C	9.83E+01	1.91E+01
YDL214C	3.29E+00	7.34E-01
YPR084W	1.62E+01	1.85E-01
YDL100C	1.78E+02	1.06E+01
YMR179W	1.70E+01	1.99E+00
YLR149C	7.90E+00	1.59E+00
YMR067C	2.27E+01	4.00E+00
YNR044W	2.09E+00	8.30E-01
YHL010C	8.91E+00	1.38E-01
YBR246W	4.33E+01	1.82E+00
YJR140W-A	4.92E+00	2.32E+00
YOR095C	9.37E+01	1.44E+01
YCL001W	2.31E+02	1.83E+01
YNL236W	2.19E+01	1.49E+00
YKR044W	1.67E+01	1.53E+00
YGR003W	2.27E+01	2.12E-01
Q0105	1.91E+03	4.40E+02
YOR233W	3.93E+01	1.72E+00
YNL212W	4.76E+01	8.25E+00
YGR138C	1.12E+01	2.66E+00
YKR100C	3.34E+01	5.01E+00
YLR201C	4.32E+01	1.95E+00
YGL025C	1.29E+01	1.76E+00
YIL057C	1.26E+00	1.39E-01
YPL163C	4.26E+01	1.43E+01
YFR049W	6.20E+01	2.19E+00
YBR216C	2.41E+01	3.52E+00
YOR289W	4.08E+01	5.76E+00
YBR071W	2.13E+01	3.22E-02
YGR230W	1.30E+01	2.49E+00
YCL069W	7.72E-02	1.72E-02
YMR118C	1.43E+00	6.29E-01
YBR083W	1.77E+01	1.41E+00
YDR165W	7.83E+01	9.94E+00
YDL095W	2.47E+02	3.44E+01
YJL190C	1.94E+03	4.62E+02
YIL021C-A	4.70E-01	1.95E-01
YBR285W	3.91E+01	1.58E+01
YOR223W	1.16E+01	6.46E-01
YMR191W	3.43E+01	3.33E+00
YOL148C	1.66E+01	1.58E+00
YPL211W	2.00E+02	2.80E+01
YDR306C	2.35E+01	3.52E+00
YOR076C	1.01E+01	3.55E-01
YBR185C	2.26E+01	4.97E+00
YPL198W	1.31E+02	7.91E+00
YOR103C	2.48E+02	1.81E+01
YPL228W	2.58E+01	2.13E+00
YMR214W	8.27E+01	6.63E+00
YNL293W	1.12E+01	1.52E+00
YLR185W	2.95E+02	1.15E+01
YGR268C	1.20E+01	2.31E+00
YML088W	8.03E+00	7.25E-01
YDR510W	9.51E+01	2.53E+01
YOL062C	4.22E+01	2.86E+00
YKL164C	2.76E+02	7.64E+01
YLL037W	6.80E-01	2.01E-01
YGL219C	3.43E+01	2.60E+00
YNL208W	1.72E+02	3.69E+01
YPL220W	1.28E+02	2.34E+01
YGR028W	6.62E+01	1.41E+01
YML028W	1.87E+03	4.40E+02
YIL117C	1.28E+01	1.14E+00
YKL039W	6.66E+01	3.87E+00
YDR010C	1.64E+00	9.19E-01
YER024W	1.88E+01	3.02E-01
YNL309W	5.97E+00	1.02E+00
YJL064W	1.70E-01	2.40E-01
YPR160C-A	1.72E+00	2.12E-01
YGL061C	1.17E+01	1.13E+00
YPL203W	3.62E+01	2.82E+00
YHL026C	1.63E+01	2.25E+00
YMR047C	5.38E+01	4.53E+00
YER121W	1.06E+01	1.97E+00
YOL092W	1.21E+02	1.41E+01
YBL091C	6.50E+01	3.82E-01
YLR105C	2.13E+01	1.02E+00
YGL118C	4.43E-01	9.65E-02
YHR050W-A	4.84E+01	2.64E+00
YPR052C	3.27E+02	3.96E+01
YNL225C	3.09E+01	1.68E+00
YHR151C	3.24E+01	3.44E+00
YPL070W	1.93E+01	2.81E+00
YDR217C	3.23E+01	1.75E+00
YDL122W	4.89E+01	5.64E-01
YAL064W-B	2.49E+00	1.20E+00
YNL020C	1.66E+01	4.14E+00
YDR129C	2.37E+02	3.74E+01
YGR223C	1.32E+01	2.35E+00
YOL001W	3.10E+01	1.75E-01
YNR072W	2.77E-01	1.86E-02
YLR002C	4.08E+01	3.07E+00
YAR042W	3.25E+01	8.70E-01
YFL046W	3.01E+01	2.35E+00
YNR006W	1.79E+01	1.28E+00
YOR071C	4.55E+01	3.62E+00
YOR056C	2.09E+01	2.06E+00
YNL021W	3.30E+01	3.64E+00
YCL042W	1.83E+01	1.22E+01
YFL028C	1.18E+02	1.83E+00
YHR106W	9.88E+00	1.25E-01
YLR163C	5.64E+01	6.54E+00
YOR175C	6.15E+01	6.63E+00
YOL055C	1.59E+01	3.04E+00
YIL131C	2.08E+01	7.76E-01
YKR092C	9.96E+01	1.68E+00
YGL180W	8.53E+00	2.79E+00
YOL018C	2.22E+01	6.57E-01
YJL176C	1.82E+01	4.12E+00
YMR142C	8.76E+02	2.60E+02
YDR255C	2.60E+00	3.04E-02
YMR303C	7.55E+00	2.20E+00
YML030W	9.48E+00	7.12E-01
YFL045C	5.07E+02	9.41E+01
YDR330W	2.89E+01	5.53E+00
YGR186W	3.93E+01	6.33E+00
YDR337W	5.12E+01	9.21E+00
YMR194C-A	4.48E+00	6.56E-01
YIL152W	1.86E+01	2.62E-01
YML032C	4.31E+01	2.86E+00
YIL162W	5.00E+01	4.80E+00
YIL010W	3.66E+01	4.93E+00
YAR075W	7.07E-01	4.40E-02
YDL190C	4.71E+01	3.62E+00
YNL266W	2.68E+00	7.71E-01
YOL002C	1.44E+02	3.66E+00
YGL130W	3.22E+01	2.27E+00
YER028C	1.02E+01	8.63E-01
YDL085W	3.36E+00	1.31E+00
YGL074C	2.57E-01	1.69E-01
YER143W	2.75E+01	6.78E+00
YLR434C	7.57E-01	3.66E-01
YNR022C	7.39E+01	1.92E+00
YGR177C	1.16E+01	5.31E-01
YPL090C	2.21E+02	3.88E+01
YNL098C	1.32E+02	1.49E+01
YOR089C	1.26E+02	2.23E+01
YGR131W	2.87E+00	5.23E-01
YFL066C	1.74E-02	2.46E-02
YBR076C-A	1.65E+01	2.27E+00
YCR077C	1.21E+02	1.88E+01
YGR092W	2.45E+01	1.04E+00
YPR047W	1.43E+01	3.24E+00
YGR218W	5.22E+01	7.62E+00
YHL008C	2.41E+01	2.56E+00
YJR066W	3.75E+01	3.50E+00
YHR125W	5.61E-01	3.47E-02
YLR082C	1.69E+01	3.10E+00
YLR081W	5.89E-01	1.94E-01
YKR012C	2.54E+00	2.43E-01
YBR141W-A	2.68E+00	1.66E-01
YER148W-A	1.53E+00	7.42E-01
YOR111W	1.36E+01	2.01E+00
YBR202W	5.87E+01	1.07E+01
YNR030W	6.04E+01	5.18E-01
YJL027C	2.06E-01	1.27E-02
YLR292C	1.06E+02	1.07E+01
YLL054C	1.53E+01	1.06E+00
YLR352W	1.73E+01	1.80E+00
YBL056W	1.16E+02	1.24E+01
YDR097C	3.26E+01	7.68E+00
YIL021W	9.00E+01	1.29E+01
YLR041W	3.01E+00	2.80E-01
YGL190C	6.76E+01	1.66E+01
YKL195W	5.84E+01	2.04E+01
YDL166C	4.96E+01	4.70E+00
YOL130W	7.60E+01	1.62E+00
YJL097W	6.63E+01	1.27E+00
YKL205W	4.69E+01	3.56E+00
YHR082C	5.34E+01	3.89E+00
YPL154C	4.81E+02	6.02E+01
YOL116W	2.06E+01	4.11E-02
YJL022W	4.83E-01	6.81E-02
YLR412C-A	7.21E-01	1.02E-01
YDL097C	8.92E+01	1.35E+01
YFR052C-A	1.96E+01	5.78E+00
YDR229W	1.16E+01	2.03E-01
YOR316C-A	2.96E+00	3.87E-02
YJR008W	2.03E+01	1.91E+00
YNR023W	2.81E+01	1.93E+00
YGR187C	5.97E+01	7.57E+00
YER093C-A	2.15E+01	4.03E+00
YJL163C	7.96E+00	6.69E-01
YHR160C	1.53E+00	2.25E-01
YDR182W	8.13E+01	7.00E+00
YGL139W	4.98E+01	1.36E+00
YIR034C	3.07E+01	9.17E+00
YIL020C-A	2.77E+00	7.55E-02
YJR135W-A	4.42E+01	2.73E+00
YGR255C	4.83E+01	9.88E+00
YLR236C	4.03E-01	1.47E-01
YDL079C	5.84E+00	1.25E+00
YNL233W	1.46E+01	1.28E+00
YLR329W	1.16E+01	2.22E+00
YJL057C	1.18E+01	2.67E+00
YDL154W	5.32E+00	1.61E+00
YOL048C	3.66E+01	7.65E+00
YDL169C	1.08E+01	5.17E+00
YDR307W	3.56E+01	4.40E+00
YBL039W-B	4.16E+01	6.01E+00
YDL143W	2.11E+02	1.99E+01
YJL113W	5.31E-01	1.08E-01
YPL159C	1.25E+02	1.43E+01
YNL181W	3.87E+01	7.71E+00
YGR009C	1.78E+01	2.09E+00
YOR161W-B	4.22E-01	3.74E-01
YNR037C	7.79E+01	1.05E+01
YDR418W	7.14E+02	1.11E+02
YLR020C	2.88E+01	4.27E-01
YDR061W	3.63E+01	3.20E-01
YPL168W	1.13E+01	2.08E+00
YDR053W	3.25E-01	2.01E-02
YBR002C	5.72E+01	3.47E+00
YIL106W	4.96E+01	4.14E-02
YGL024W	2.13E+00	9.43E-01
YPL179W	8.67E+01	1.20E+01
YAL017W	2.61E+01	8.05E-01
YBL084C	9.07E+00	5.42E-01
YOR195W	2.07E+01	1.54E+00
YEL045C	3.47E+01	1.10E+01
YPR074W-A	1.11E+00	4.62E-01
YDR237W	5.82E+01	8.87E+00
YLR312C	2.45E+01	7.42E-01
YDR466W	1.81E+01	2.99E+00
YER056C-A	6.71E+02	1.68E+02
YOL060C	4.42E+01	3.20E+00
YIL058W	1.43E+00	1.95E-01
YLR332W	1.92E+01	2.16E+00
YGL237C	3.00E+01	5.50E+00
YGL206C	1.95E+02	1.16E+01
YPR011C	2.86E+01	2.43E+00
YOR234C	7.92E+02	5.50E+01
YHR026W	1.61E+02	2.41E+01
YJL026C-A	2.86E-01	1.19E-01
YGR100W	4.06E+01	3.04E+00
YLR115W	1.94E+01	3.01E+00
YBR042C	4.05E+01	5.19E+00
YHR002W	2.58E+01	3.09E+00
YOR365C	1.04E+00	2.65E-01
YKR029C	2.76E+01	2.45E-01
YNL173C	3.63E+01	9.81E+00
YPR148C	6.12E+01	1.63E+01
YLR256W-A	6.70E-01	2.02E-01
YKL107W	3.05E-01	1.82E-01
YKL167C	4.60E+01	7.38E+00
YJR126C	4.66E+01	6.12E+00
YDR524W-C	4.56E-01	6.45E-01
YLR283W	1.46E+01	7.32E-01
YJR064W	1.85E+02	1.88E+01
